time,ra,dec
2456220.803597574,0.7280335837559488,0.16479161746711454
2456226.781017575,0.7047427561532752,0.1509722321349155
2456226.788667575,0.7047106437007414,0.15095480261377997
2456226.796227575,0.704678891885591,0.15093756926765237
2456226.803807575,0.7046470420352965,0.15092028136253233
2456698.9372976045,2.6261218420397654,0.0951503471342983
2456698.9496476045,2.6260717095339436,0.09517316282877195
2456698.962027604,2.6260215311783224,0.09519602938214
2456716.8718676083,2.5545602609277775,0.1312952644144121
2456716.8835576084,2.5545148424864523,0.13131933655396097
2456716.8952476084,2.554469500228749,0.13134339637148532
2456736.765407611,2.4942851024719714,0.16899216686264285
2456736.790577611,2.49422949017335,0.1690329569700445
2456736.802437611,2.49420338434125,0.1690521441948164
2457195.7954375967,4.669107815801986,-0.18748858494101148
2457195.800527597,4.6690854635796954,-0.18748757825255222
2457195.8056275966,4.669063066851509,-0.1874865646700424
2457195.8071575966,4.669056347874941,-0.18748625963884905
2457195.8072275966,4.6690560404701,-0.18748624567621502
2457195.8107175967,4.669040714524498,-0.18748554817283275
2457195.8123075967,4.669033732439545,-0.18748522965024428
2457195.824687597,4.668979377563384,-0.18748273321854866
2457195.8299675966,4.668956202697603,-0.18748165978869882
2457222.8214891623,4.576763443145499,-0.19844112855474685
2457222.831789162,4.576740780795653,-0.19845072543962516
2457222.842109162,4.576718175884594,-0.1984603260071482
2457222.852889162,4.576694678429608,-0.19847033974646505
2457246.783619155,4.569110624670452,-0.22874547054565297
2457246.793989155,4.56912443741559,-0.22876043430052787
2457246.8047391553,4.56913887052056,-0.2287759309742366
2457246.815049155,4.569152826609591,-0.22879077999116645
2457726.8439491573,1.4777777191890238,0.2208244140061155
2457726.8482491574,1.4777578189797995,0.2208217927135652
2457726.852549157,1.4777379185785884,0.22081916813979593
2457726.8568591573,1.4777179721879516,0.22081653415870198
2457726.9070891575,1.4774856935260137,0.22078559877366902
2457726.9125791574,1.4774603444163177,0.22078219206550206
2457726.9183691572,1.477433622081566,0.2207785940343425
2457726.924039157,1.477407466490129,0.22077506555455362
2457730.438849158,1.4614468259897027,0.218806939700288
2457730.4402191583,1.4614406765489762,0.21880627270526107
2457730.4416791582,1.4614341217904376,0.21880556228644232
2457730.443139158,1.4614275656530884,0.21880485225159604
2457730.4445091584,1.4614214124075442,0.2188041863386732
2457730.4458591584,1.4614153477549128,0.2188035304963002
2457730.4471991584,1.4614093268402322,0.21880287982010177
2457730.4485891582,1.4614030799752267,0.218802205197986
2457730.4499591584,1.461396921703134,0.2188015406289667
2457730.4514791584,1.4613900876744617,0.21880080368114335
2457730.4542991584,1.4613774044889605,0.21879943752467138
2457730.4558691583,1.461370340862225,0.21879867752104856
2457730.457449158,1.4613632304606654,0.21879791311919608
2457730.4589591585,1.46135643341552,0.2187971829607035
2457730.4604091584,1.461349904906733,0.21879648217610226
2457730.4618791584,1.4613432847681607,0.21879577210634937
2457730.4632191584,1.4613372486865688,0.21879512511279564
2457730.464729158,1.4613304452535183,0.21879439642037965
2457730.466069158,1.4613244063270399,0.21879375005514445
2457730.467419158,1.4613183209748035,0.2187930991869598
2457730.4687791583,1.4613121891619023,0.2187924437634658
2457730.4701191583,1.461306146116447,0.21879179828834855
2457730.4714691583,1.4613000565928735,0.21879114827537524
2457730.4728191583,1.4612939656555834,0.21879049854165458
2457730.4741691584,1.4612878732871235,0.21878984908718663
2457730.475539158,1.461281689201611,0.21878919029520716
2457730.4768791585,1.4612756391050257,0.2187885462163533
2457730.4782291586,1.461269542408149,0.21878789759964337
2457730.479589158,1.461263399093528,0.2187872444450774
2457730.4809791585,1.4612571187182009,0.2187865771707978
2457730.4823491583,1.4612509271626795,0.21878591977508172
2457746.7817191635,1.38677351211982,0.21461876336270613
2457746.7842791635,1.3867621617026422,0.21461876809254837
2457746.7869091635,1.3867505018211346,0.21461877184500627
2457746.7895491635,1.3867387986205553,0.21461877446300015
2458188.9201107584,3.163782674491938,-0.030185828811441502
2458188.9317907584,3.163739063199427,-0.030159178157362323
2458188.9434607583,3.163695543519249,-0.03013254342068592
2458197.8245807593,3.1302895325832605,-0.00906584874862201
2458197.8297207593,3.1302690371469475,-0.009053345401846942
2458197.8348607593,3.1302485435955902,-0.009040841653646143
2458197.8400007593,3.1302280526796804,-0.009028337486566326
2458221.80679076,3.0467260816678783,0.045558602835728726
2458221.8089607595,3.046719869168406,0.045562765114382175
2458221.81817076,3.0466935266696593,0.04558042672940163
2458221.82031076,3.0466874118213587,0.04558452959704734
2458221.8295707596,3.046660980136287,0.04560227903703477
2458221.8317107596,3.0466548783954095,0.04560638003717818
2458221.84099076,3.046628449206159,0.04562415984589458
2458221.84312076,3.0466223902782072,0.04562823988463368
2458222.7363007595,3.0442256054684527,0.04732479971549879
2458222.7414507596,3.0442112291914043,0.04733447575105868
2458222.75176076,3.0441824600392255,0.04735383989985688
2458229.7201407594,3.028035158826773,0.05927598376115177
2458229.725790759,3.0280233319696164,0.05928465284645301
2458229.731430759,3.0280115316938234,0.0592933033963576
2458229.7370707593,3.027999737997922,0.05930195078721623
2458639.9085207502,5.811067421675933,-0.05688980151244385
2458639.91370075,5.811091709433457,-0.056878371752598265
2458639.91889075,5.811116025517675,-0.056866919652538254
2458639.92407075,5.811140276832725,-0.05685548935164061
2458668.0562207415,5.9094165222883674,-0.009476866526896988
2458668.0665307413,5.9094357328830975,-0.009466479723452518
2458668.0768607412,5.909455033676444,-0.009456078468681843
2458668.087170741,5.909474356007154,-0.00944570306223739
2458672.06290074,5.916500483331385,-0.005934394154151691
2458672.07484074,5.9165170345504805,-0.005925337553396631
2458672.08679074,5.916533686911407,-0.00591628213946546
2458672.0987407397,5.9165504354050675,-0.005907235521993721
2458692.982650733,5.920681524675718,-0.005606723073322548
2458692.9942407333,5.920666222117529,-0.005615854077463622
2458693.005820733,5.920651007593746,-0.005624987542518941
2458693.017400733,5.920635878189672,-0.005634131339923431
2458693.026314733,5.9206242961149425,-0.005641177111940686
2458693.0299957334,5.9206195307552205,-0.0056440884258527665
2458693.0363417333,5.920611340378826,-0.005649109965003557
2458693.0490817335,5.92059499849452,-0.005659200533714085
2458696.878160732,5.9153045225715815,-0.009289975047437228
2458696.902180732,5.915260593070641,-0.009316486267162465
2458700.930810731,5.907785236898862,-0.014413574071567296
2458700.953980731,5.907732603563114,-0.014446554022552491
2458700.965600731,5.907706299671051,-0.014463106393565846
2458716.918600727,5.863693793925769,-0.04607092715087828
2458716.9251807267,5.863671187496272,-0.04608704294523255
2458716.9317107266,5.8636487850608585,-0.04610303607784698
2458716.9369107266,5.863630969699786,-0.04611577172794548
2458718.953991726,5.857006229304844,-0.05115918767333847
2458718.9568517264,5.856996337092803,-0.05116643874843564
2458718.9624617263,5.856976957428027,-0.051180661872842446
2458718.9729027264,5.8569409778494705,-0.051207132862728426
2458721.072766726,5.849942301238246,-0.056633208878135714
2458721.076056726,5.849931334776051,-0.05664179743394527
2458721.081721726,5.8499124869305525,-0.05665658691769435
2458721.092590726,5.849876448970731,-0.05668496618077129
2458722.7354307254,5.844422867194631,-0.061040108044981806
2458722.7408607253,5.8444035781298975,-0.06105466204890821
2458722.7462807256,5.844384307146775,-0.0610691878657672
2458722.7517007254,5.84436502003681,-0.061083712286362786
2458724.962505725,5.8369229013568,-0.06705992760117174
2458724.965797725,5.836911531810814,-0.0670688717678164
2458724.971448725,5.836892045611141,-0.06708422453912827
2458724.981452725,5.836857646079156,-0.06711140175904277
2458744.909726722,5.781176162554325,-0.12097786758302728
2458744.912601722,5.7811703340971015,-0.12098490215003073
2458744.918261722,5.781158890863314,-0.12099874833567899
2458744.928157722,5.781138984702517,-0.12102294882674106
2458745.933800722,5.779259954869693,-0.12348354620752736
2458745.967850722,5.779196801212814,-0.12356526908554372
2458747.6559807216,5.776364025267022,-0.12759692448779297
2458747.662120722,5.7763530194127455,-0.12761140780588467
2458747.6682807216,5.776341961373124,-0.12762593090003002
2458747.689300722,5.77630412856906,-0.12767543159666253
2458750.8008507215,5.771894313323553,-0.13473894040026635
2458750.8141107215,5.771875900623543,-0.1347678091583853
2458750.8273607213,5.771857648389105,-0.1347966220136083
2458750.8406307213,5.771839530928992,-0.1348254456026062
2458751.8661507214,5.770664606151424,-0.13704213562898068
2458751.8796507213,5.770648539802248,-0.13707064392424922
2458751.8931607213,5.770632683677978,-0.13709914687881025
2458751.9066507216,5.770617082563767,-0.1371275835457663
2458759.6593107213,5.766410267087159,-0.1519277935648372
2458759.664970721,5.7664091167406495,-0.1519372997100477
2458759.670610721,5.766407967144631,-0.15194676459567472
2458759.6762607214,5.766406813551808,-0.1519562385570138
2458780.768620722,5.795977305434428,-0.1728920392074982
2458780.769900722,5.795980654145304,-0.17289242174876365
2458780.779570722,5.796005999136024,-0.1728953020481749
2458780.780850722,5.79600936030855,-0.17289568205871295
2458780.7904907223,5.796034722909641,-0.17289853478192202
2458780.7917707223,5.796038097172138,-0.1728989123664524
2458780.801450722,5.796063666507478,-0.17290175920790193
2458780.8027307224,5.796067054505716,-0.17290213452350428
2458787.636900723,5.817448977300226,-0.1736408791633313
2458787.642090723,5.817466325035233,-0.17364036174302125
2458787.647260723,5.817483611055398,-0.17363984023864074
2458787.652430723,5.817500903096948,-0.17363931269542104
2459145.1032907222,2.107875010225214,0.22770002706780793
2459145.111900722,2.1079046635611918,0.22768791704843308
2459145.120520722,2.107934359675189,0.22767578411288517
2459145.129180722,2.107964204316706,0.2276635861638226
2459208.118160737,2.1213807702580856,0.18090882806879854
2459208.1287507373,2.1213448357090225,0.1809118953278793
2459224.820733743,2.054608060566153,0.1914182271574786
2459224.8258327427,2.0545847899690632,0.19142291612414042
2459224.830946743,2.0545614492795505,0.19142761551041787
2459224.836053743,2.054538139621992,0.19143230508794493
2459228.819119744,2.0367599377778682,0.19532182776996232
2459228.832550744,2.036697873869667,0.19533566679976064
2459230.7930607446,2.027910965631774,0.1974075473642426
2459230.839200745,2.0276979772563,0.19745740810484652
2459292.6764107593,1.9067219617468623,0.2696474832578617
2459292.6819957593,1.906729948774945,0.2696518596360545
2459292.6875757594,1.9067379395903925,0.26965622641493636
2459292.693150759,1.9067459348564293,0.26966058371668045
2459636.1238987558,3.843197891054472,-0.22419524436467447
2459636.131498756,3.843211134647743,-0.22419228231404104
2459636.139101756,3.8432244110182965,-0.22418931050701707
2459636.146639756,3.8432376024087693,-0.22418635597875272
2459641.0992817567,3.8509219147916642,-0.2218103154019958
2459641.1234167567,3.850950682111247,-0.22179557840029734
2459641.135482757,3.850965171206379,-0.2217881776806701
2459675.91459776,3.823366258765735,-0.17475809541458037
2459675.92020876,3.823349705225351,-0.1747466758823642
2459675.92583176,3.8233331208799055,-0.17473522596396576
2459675.93150676,3.8233163889145123,-0.17472366418741556
2459679.98559176,3.811177668106269,-0.1662835654731711
2459679.99074476,3.811160749320832,-0.16627249940503505
2459679.99590676,3.8111438170440004,-0.16626141042072592
2459680.00107976,3.811126865446374,-0.16625029431400024
2459693.822003759,3.7610502140178883,-0.1356178633755354
2459693.827141759,3.761029152710925,-0.13560636127179235
2459693.832292759,3.7610080386077525,-0.13559482663511202
2459693.837425759,3.760986999641004,-0.13558332887723878
2459695.882653759,3.752880526058706,-0.13102464905440186
2459695.883290759,3.7528779003504726,-0.1310232303286128
2459695.8954827585,3.7528276794611775,-0.13099606810107658
2459695.896113759,3.7528250821319977,-0.13099466188929826
2459695.9082887587,3.752775007379121,-0.13096752156564412
2459695.9089377588,3.7527723403240376,-0.13096607440844155
2459695.9211337585,3.7527222664612787,-0.13093887216050556
2459695.921768759,3.7527196617493566,-0.13093745547675173
2459699.935988758,3.7367098131916534,-0.12215977727298162
2459699.9602417583,3.7366108835837806,-0.1221072792351582
2459699.972343758,3.7365617063664716,-0.12208107327351914
2459702.1674467577,3.7278557402684602,-0.11741959013689446
2459702.181587758,3.72780158031067,-0.11738980401626736
2459702.8318427578,3.7252484332334657,-0.11603953824350943
2459702.837073758,3.72522704797594,-0.11602865426557424
2459702.8423037576,3.7252056755989447,-0.11601777006074625
2459702.8475387576,3.7251842924358143,-0.11600687318482787
2459717.7671687547,3.6719326933664043,-0.08933734473114656
2459717.777997755,3.671898001928101,-0.08932172607637644
2459717.788883755,3.671863165557657,-0.08930602120234127
2459717.799753755,3.6718284257737337,-0.08929033564910091
2459725.818640753,3.650449396246431,-0.07954976839017094
2459725.8211587532,3.6504434151776173,-0.07954727459392252
2459725.830184753,3.650422012798412,-0.07953833531419979
2459725.832703753,3.6504160504744347,-0.0795358405231137
2459725.841704753,3.6503947855050014,-0.07952692625395913
2459725.844256753,3.6503887679937126,-0.07952439892993578
2459725.853283753,3.6503675254343073,-0.07951545958039986
2459725.855809753,3.6503615933917923,-0.07951295824432907
2459728.7534587523,3.6443181583789057,-0.07692455495772857
2459728.7586417524,3.6443074313060704,-0.07692035897676726
2459728.7638437524,3.644296676342873,-0.07691614735765587
2459728.7690167525,3.6442859935141345,-0.07691195896887681
2460124.0916237435,0.3692090248317485,0.17263780515878133
2460124.0961007434,0.3692406134586139,0.1726474800249706
2460124.1006067432,0.369272405346524,0.17265721454651373
2460124.105099743,0.3693041045574508,0.17266691800119618
